Repo,underdirectory,function,status,variables
4522,28,adam_kernel,runs,"[('int', 'N'), ('float *', 'x'), ('float *', 'm'), ('float *', 'v'), ('float', 'B1'), ('float', 'B2'), ('float', 'rate'), ('float', 'eps'), ('int', 't')]"
4522,29,normalize_kernel,runs,"[('int', 'N'), ('float *', 'x'), ('float *', 'mean'), ('float *', 'variance'), ('int', 'batch'), ('int', 'filters'), ('int', 'spatial')]"
4522,30,normalize_delta_kernel,runs,"[('int', 'N'), ('float *', 'x'), ('float *', 'mean'), ('float *', 'variance'), ('float *', 'mean_delta'), ('float *', 'variance_delta'), ('int', 'batch'), ('int', 'filters'), ('int', 'spatial'), ('float *', 'delta')]"
4522,31,variance_delta_kernel,runs,"[('float *', 'x'), ('float *', 'delta'), ('float *', 'mean'), ('float *', 'variance'), ('int', 'batch'), ('int', 'filters'), ('int', 'spatial'), ('float *', 'variance_delta')]"
4522,32,accumulate_kernel,runs,"[('float *', 'x'), ('int', 'n'), ('int', 'groups'), ('float *', 'sum')]"
4522,33,fast_mean_delta_kernel,runs,"[('float *', 'delta'), ('float *', 'variance'), ('int', 'batch'), ('int', 'filters'), ('int', 'spatial'), ('float *', 'mean_delta')]"
4522,34,fast_variance_delta_kernel,runs,"[('float *', 'x'), ('float *', 'delta'), ('float *', 'mean'), ('float *', 'variance'), ('int', 'batch'), ('int', 'filters'), ('int', 'spatial'), ('float *', 'variance_delta')]"
4522,35,mean_delta_kernel,runs,"[('float *', 'delta'), ('float *', 'variance'), ('int', 'batch'), ('int', 'filters'), ('int', 'spatial'), ('float *', 'mean_delta')]"
4522,36,mean_kernel,runs,"[('float *', 'x'), ('int', 'batch'), ('int', 'filters'), ('int', 'spatial'), ('float *', 'mean')]"
4522,37,variance_kernel,runs,"[('float *', 'x'), ('float *', 'mean'), ('int', 'batch'), ('int', 'filters'), ('int', 'spatial'), ('float *', 'variance')]"
4522,38,reorg_kernel,runs,"[('int', 'N'), ('float *', 'x'), ('int', 'w'), ('int', 'h'), ('int', 'c'), ('int', 'batch'), ('int', 'stride'), ('int', 'forward'), ('float *', 'out')]"
4522,39,axpy_kernel,runs,"[('int', 'N'), ('float', 'ALPHA'), ('float *', 'X'), ('int', 'OFFX'), ('int', 'INCX'), ('float *', 'Y'), ('int', 'OFFY'), ('int', 'INCY')]"
4522,40,pow_kernel,runs,"[('int', 'N'), ('float', 'ALPHA'), ('float *', 'X'), ('int', 'INCX'), ('float *', 'Y'), ('int', 'INCY')]"
4522,41,const_kernel,runs,"[('int', 'N'), ('float', 'ALPHA'), ('float *', 'X'), ('int', 'INCX')]"
4522,42,constrain_kernel,runs,"[('int', 'N'), ('float', 'ALPHA'), ('float *', 'X'), ('int', 'INCX')]"
4522,43,supp_kernel,runs,"[('int', 'N'), ('float', 'ALPHA'), ('float *', 'X'), ('int', 'INCX')]"
4522,44,add_kernel,runs,"[('int', 'N'), ('float', 'ALPHA'), ('float *', 'X'), ('int', 'INCX')]"
4522,45,scal_kernel,runs,"[('int', 'N'), ('float', 'ALPHA'), ('float *', 'X'), ('int', 'INCX')]"
4522,46,fill_kernel,runs,"[('int', 'N'), ('float', 'ALPHA'), ('float *', 'X'), ('int', 'INCX')]"
4522,47,copy_kernel,runs,"[('int', 'N'), ('float *', 'X'), ('int', 'OFFX'), ('int', 'INCX'), ('float *', 'Y'), ('int', 'OFFY'), ('int', 'INCY')]"
4522,48,mul_kernel,runs,"[('int', 'N'), ('float *', 'X'), ('int', 'INCX'), ('float *', 'Y'), ('int', 'INCY')]"
4522,49,l2norm_kernel,runs,"[('int', 'N'), ('float *', 'x'), ('float *', 'dx'), ('int', 'batch'), ('int', 'filters'), ('int', 'spatial')]"
4522,50,fast_mean_kernel,runs,"[('float *', 'x'), ('int', 'batch'), ('int', 'filters'), ('int', 'spatial'), ('float *', 'mean')]"
4522,51,fast_variance_kernel,runs,"[('float *', 'x'), ('float *', 'mean'), ('int', 'batch'), ('int', 'filters'), ('int', 'spatial'), ('float *', 'variance')]"
4522,52,flatten_kernel,runs,"[('int', 'N'), ('float *', 'x'), ('int', 'spatial'), ('int', 'layers'), ('int', 'batch'), ('int', 'forward'), ('float *', 'out')]"
4522,53,mask_kernel,runs,"[('int', 'n'), ('float *', 'x'), ('float', 'mask_num'), ('float *', 'mask'), ('float', 'val')]"
4522,54,scale_mask_kernel,runs,"[('int', 'n'), ('float *', 'x'), ('float', 'mask_num'), ('float *', 'mask'), ('float', 'scale')]"
4522,55,shortcut_kernel,runs,"[('int', 'size'), ('int', 'minw'), ('int', 'minh'), ('int', 'minc'), ('int', 'stride'), ('int', 'sample'), ('int', 'batch'), ('int', 'w1'), ('int', 'h1'), ('int', 'c1'), ('float *', 'add'), ('int', 'w2'), ('int', 'h2'), ('int', 'c2'), ('float', 's1'), ('float', 's2'), ('float *', 'out')]"
4522,56,smooth_l1_kernel,runs,"[('int', 'n'), ('float *', 'pred'), ('float *', 'truth'), ('float *', 'delta'), ('float *', 'error')]"
4522,57,softmax_x_ent_kernel,runs,"[('int', 'n'), ('float *', 'pred'), ('float *', 'truth'), ('float *', 'delta'), ('float *', 'error')]"
4522,58,logistic_x_ent_kernel,runs,"[('int', 'n'), ('float *', 'pred'), ('float *', 'truth'), ('float *', 'delta'), ('float *', 'error')]"
4522,59,l2_kernel,runs,"[('int', 'n'), ('float *', 'pred'), ('float *', 'truth'), ('float *', 'delta'), ('float *', 'error')]"
4522,60,l1_kernel,runs,"[('int', 'n'), ('float *', 'pred'), ('float *', 'truth'), ('float *', 'delta'), ('float *', 'error')]"
4522,61,wgan_kernel,runs,"[('int', 'n'), ('float *', 'pred'), ('float *', 'truth'), ('float *', 'delta'), ('float *', 'error')]"
4522,62,weighted_sum_kernel,runs,"[('int', 'n'), ('float *', 'a'), ('float *', 'b'), ('float *', 's'), ('float *', 'c')]"
4522,63,deinter_kernel,runs,"[('int', 'NX'), ('float *', 'X'), ('int', 'NY'), ('float *', 'Y'), ('int', 'B'), ('float *', 'OUT')]"
4522,64,inter_kernel,runs,"[('int', 'NX'), ('float *', 'X'), ('int', 'NY'), ('float *', 'Y'), ('int', 'B'), ('float *', 'OUT')]"
4522,65,weighted_delta_kernel,runs,"[('int', 'n'), ('float *', 'a'), ('float *', 'b'), ('float *', 's'), ('float *', 'da'), ('float *', 'db'), ('float *', 'ds'), ('float *', 'dc')]"
4522,66,mult_add_into_kernel,runs,"[('int', 'n'), ('float *', 'a'), ('float *', 'b'), ('float *', 'c')]"
4522,67,softmax_tree_kernel,runs,"[('float *', 'input'), ('int', 'spatial'), ('int', 'batch'), ('int', 'stride'), ('float', 'temp'), ('float *', 'output'), ('int', 'groups'), ('int *', 'group_size'), ('int *', 'group_offset')]"
4522,68,softmax_kernel,runs,"[('float *', 'input'), ('int', 'n'), ('int', 'batch'), ('int', 'batch_offset'), ('int', 'groups'), ('int', 'group_offset'), ('int', 'stride'), ('float', 'temp'), ('float *', 'output')]"
4522,69,upsample_kernel,runs,"[('size_t', 'N'), ('float *', 'x'), ('int', 'w'), ('int', 'h'), ('int', 'c'), ('int', 'batch'), ('int', 'stride'), ('int', 'forward'), ('float', 'scale'), ('float *', 'out')]"
4522,70,levels_image_kernel,runs,"[('float *', 'image'), ('float *', 'rand'), ('int', 'batch'), ('int', 'w'), ('int', 'h'), ('int', 'train'), ('float', 'saturation'), ('float', 'exposure'), ('float', 'translate'), ('float', 'scale'), ('float', 'shift')]"
4522,72,col2im_gpu_kernel,runs,"[('const int', 'n'), ('const float *', 'data_col'), ('const int', 'height'), ('const int', 'width'), ('const int', 'ksize'), ('const int', 'pad'), ('const int', 'stride'), ('const int', 'height_col'), ('const int', 'width_col'), ('float *', 'data_im')]"
4522,73,yoloswag420blazeit360noscope,runs,"[('float *', 'input'), ('int', 'size'), ('float *', 'rand'), ('float', 'prob'), ('float', 'scale')]"
4522,74,forward_maxpool_layer_kernel,runs,"[('int', 'n'), ('int', 'in_h'), ('int', 'in_w'), ('int', 'in_c'), ('int', 'stride'), ('int', 'size'), ('int', 'pad'), ('float *', 'input'), ('float *', 'output'), ('int *', 'indexes')]"
4522,75,backward_maxpool_layer_kernel,runs,"[('int', 'n'), ('int', 'in_h'), ('int', 'in_w'), ('int', 'in_c'), ('int', 'stride'), ('int', 'size'), ('int', 'pad'), ('float *', 'delta'), ('float *', 'prev_delta'), ('int *', 'indexes')]"
4525,0,hello_cuda,runs,[]
4525,1,print_thread_id,runs,[]
4525,2,print_thread_variables,runs,[]
4525,3,print_unique_thread_id_1D,runs,[]
4537,20,GetOutLod,runs,"[('const size_t *', 'num_erased'), ('const size_t *', 'in_lod'), ('const size_t', 'lod_len'), ('size_t *', 'out_lod0')]"
4550,0,hotspotOpt1,runs,"[('float *', 'p'), ('float *', 'tIn'), ('float *', 'tOut'), ('float', 'sdc'), ('int', 'nx'), ('int', 'ny'), ('int', 'nz'), ('float', 'ce'), ('float', 'cw'), ('float', 'cn'), ('float', 'cs'), ('float', 'ct'), ('float', 'cb'), ('float', 'cc')]"
4552,38,sync_conv_groups,runs,[]
4555,0,MatMultKernel,runs,"[('double *', 'array1'), ('double *', 'array2'), ('double *', 'output'), ('int', 'arr1_rows'), ('int', 'arr1_cols'), ('int', 'arr2_cols')]"
4555,1,addKernel,runs,"[('int *', 'c'), ('const int *', 'a'), ('const int *', 'b')]"
4559,170,downscale,runs,"[('float *', 'gradInput_data'), ('const float *', 'gradOutput_data'), ('long', 'no_elements'), ('int', 'scale_factor'), ('int', 'd1'), ('int', 'd2'), ('int', 'd3')]"
4559,312,AccuracyDivideKernel,runs,"[('const int', 'N'), ('float *', 'accuracy')]"
456,1,kernel,runs,[]
456,2,add,runs,"[('float *', 'a'), ('float *', 'b'), ('float *', 'c')]"
456,3,add,runs,"[('int', 'a'), ('int', 'b'), ('int *', 'c')]"
4577,176,downscale,runs,"[('float *', 'gradInput_data'), ('const float *', 'gradOutput_data'), ('long', 'no_elements'), ('int', 'scale_factor'), ('int', 'd1'), ('int', 'd2'), ('int', 'd3')]"
4577,316,AccuracyDivideKernel,runs,"[('const int', 'N'), ('float *', 'accuracy')]"
459,0,kernel_set_vector_to_zero,runs,"[('double *', 'd_vec'), ('int', 'dimension')]"
459,3,kernel_add_regularization_term,runs,"[('double *', 'd_input_vector'), ('int', 'dimension'), ('double', 'regularization_parameter'), ('double *', 'd_rv')]"
459,6,kernel_vec_equals_vec1_plus_alpha_times_vec2,runs,"[('double *', 'vec'), ('double *', 'vec1'), ('double', 'alpha'), ('double *', 'd_a1'), ('double *', 'vec2'), ('int', 'numElements')]"
459,7,kernel_vec_equals_minus_vec1,runs,"[('double *', 'vec'), ('double *', 'vec1'), ('int', 'numElements')]"
459,8,kernel_euclidean_norm,runs,"[('const double *', 'vec'), ('int', 'numElements'), ('double *', 'answer')]"
459,9,kernel_mult_vector_by_number,runs,"[('double *', 'vec'), ('double', 'alpha'), ('int', 'numElements')]"
459,10,kernel_dot_product,runs,"[('const double *', 'vec1'), ('const double *', 'vec2'), ('int', 'numElements'), ('double *', 'answer')]"
459,11,floatArray2doubleArray,runs,"[('const float *', 'floatArray'), ('double *', 'doubleArray'), ('const int', 'size')]"
459,12,doubleArray2floatArray,runs,"[('const double *', 'doubleArray'), ('float *', 'floatArray'), ('const int', 'size')]"
4596,0,kernel1,runs,"[('int *', 'D'), ('int *', 'Q'), ('int', 'k')]"
4596,1,kernel2,runs,"[('int *', 'D'), ('int *', 'Q')]"
4596,2,kernel,runs,"[('int *', 'D'), ('int *', 'Q'), ('int', 'bits')]"
4596,3,kernel1,runs,"[('int *', 'D'), ('int *', 'q'), ('int', 'b')]"
4596,4,kernel2,runs,"[('int *', 'D'), ('int *', 'q'), ('int', 'b')]"
4596,5,kernel3,runs,"[('int *', 'D'), ('int *', 'q'), ('int', 'b')]"
4596,6,kernel,runs,"[('int *', 'D'), ('int *', 'q'), ('int', 'k')]"
4597,86,kernel,runs,"[('float *', 'a'), ('size_t', 'N')]"
4597,89,update_inverse_cuda,runs,"[('float *', 'Ainv'), ('float *', 'u'), ('int', 'N'), ('int', 'rowstride'), ('int', 'k')]"
4603,5,Subtract,runs,"[('float *', 'd_Result'), ('float *', 'd_Data1'), ('float *', 'd_Data2'), ('int', 'width'), ('int', 'pitch'), ('int', 'height')]"
4603,9,ComputeOrientations,runs,"[('float *', 'g_Data'), ('float *', 'd_Sift'), ('int', 'maxPts'), ('int', 'w'), ('int', 'h')]"
4603,10,SubtractMulti,runs,"[('float *', 'd_Result'), ('float *', 'd_Data'), ('int', 'width'), ('int', 'pitch'), ('int', 'height')]"
4603,12,LowPassRowMulti,runs,"[('float *', 'd_Result'), ('float *', 'd_Data'), ('int', 'width'), ('int', 'pitch'), ('int', 'height')]"
4603,13,LowPassColMulti,runs,"[('float *', 'd_Result'), ('float *', 'd_Data'), ('int', 'width'), ('int', 'pitch'), ('int', 'height')]"
4603,15,FindMinMax,runs,"[('float *', 'd_MinMax'), ('float *', 'd_Data'), ('int', 'width'), ('int', 'pitch'), ('int', 'height')]"
4603,16,Find3DMinMax,runs,"[('int *', 'd_Result'), ('float *', 'd_Data1'), ('float *', 'd_Data2'), ('float *', 'd_Data3'), ('int', 'width'), ('int', 'pitch'), ('int', 'height')]"
4603,17,UnpackPointers,runs,"[('int *', 'minmax'), ('int *', 'ptrs'), ('int', 'w'), ('int', 'h'), ('int', 'maxPts')]"
4603,19,ComputeOrientations,runs,"[('float *', 'g_Data'), ('int *', 'd_Ptrs'), ('float *', 'd_Orient'), ('int', 'maxPts'), ('int', 'w'), ('int', 'h')]"
4603,23,Subtract,runs,"[('float *', 'd_Result'), ('float *', 'd_Data1'), ('float *', 'd_Data2'), ('int', 'width'), ('int', 'height')]"
4603,24,MultiplyAdd,runs,"[('float *', 'd_Result'), ('float *', 'd_Data'), ('int', 'width'), ('int', 'height')]"
4603,25,FindMinMax,runs,"[('float *', 'd_MinMax'), ('float *', 'd_Data'), ('int', 'width'), ('int', 'height')]"
4603,26,Find3DMinMax,runs,"[('int *', 'd_Result'), ('float *', 'd_Data1'), ('float *', 'd_Data2'), ('float *', 'd_Data3'), ('int', 'width'), ('int', 'height')]"
4603,27,UnpackPointers,runs,"[('int *', 'minmax'), ('int *', 'ptrs'), ('int', 'w'), ('int', 'h'), ('int', 'maxPts')]"
4603,28,ComputePositions,runs,"[('float *', 'g_Data1'), ('float *', 'g_Data2'), ('float *', 'g_Data3'), ('int *', 'd_Ptrs'), ('float *', 'd_Sift'), ('int', 'numPts'), ('int', 'maxPts'), ('int', 'w'), ('int', 'h')]"
4603,29,ComputeOrientations,runs,"[('float *', 'g_Data'), ('int *', 'd_Ptrs'), ('float *', 'd_Orient'), ('int', 'maxPts'), ('int', 'w'), ('int', 'h')]"
4603,34,TestHomographies,runs,"[('float *', 'd_coord'), ('float *', 'd_homo'), ('int *', 'd_counts'), ('int', 'numPts'), ('float', 'thresh2')]"
4610,0,calcmean,runs,"[('double *', 'd_data'), ('double *', 'd_mean'), ('int', 'M'), ('int', 'N')]"
4610,1,calcdata,runs,"[('double *', 'd_data'), ('double *', 'd_mean'), ('int', 'M'), ('int', 'N')]"
4610,2,calcsymmat,runs,"[('double *', 'd_data'), ('double *', 'd_symmat'), ('int', 'M'), ('int', 'N')]"
4610,3,trans_norm_vector,runs,"[('double *', 'A'), ('double *', 'x'), ('double *', 'y'), ('double *', 'tmp'), ('int', 'NX'), ('int', 'NY')]"
4610,4,atemp,runs,"[('double *', 'A'), ('double *', 'y'), ('double *', 'tmp'), ('int', 'NX'), ('int', 'NY')]"
4610,5,Convolution,runs,"[('double *', 'A'), ('double *', 'B'), ('int', 'I'), ('int', 'J')]"
4626,177,downscale,runs,"[('float *', 'gradInput_data'), ('const float *', 'gradOutput_data'), ('long', 'no_elements'), ('int', 'scale_factor'), ('int', 'd1'), ('int', 'd2'), ('int', 'd3')]"
4626,318,AccuracyDivideKernel,runs,"[('const int', 'N'), ('float *', 'accuracy')]"
4629,176,downscale,runs,"[('float *', 'gradInput_data'), ('const float *', 'gradOutput_data'), ('long', 'no_elements'), ('int', 'scale_factor'), ('int', 'd1'), ('int', 'd2'), ('int', 'd3')]"
4629,317,AccuracyDivideKernel,runs,"[('const int', 'N'), ('float *', 'accuracy')]"
4630,0,prepareData,runs,"[('int *', 'dp'), ('int', 'n')]"
4630,1,setData,runs,"[('int *', 'dp'), ('int', 'n')]"
4630,2,helperKernel,runs,"[('char *', 'S'), ('int *', 'dp'), ('int', 'n'), ('long', 'kMod'), ('int', 'len')]"
4633,4,kernelF,runs,"[('const float *', 'd_xAx'), ('const float *', 'd_bx'), ('const float *', 'd_c'), ('float *', 'd_y')]"
4633,5,kernelGradf,runs,"[('const float *', 'd_x'), ('float *', 'd_grad'), ('float *', 'A'), ('float *', 'b'), ('const size_t', 'len')]"
4633,10,update2,runs,"[('float *', 'alphaMinusBeta_out'), ('const float *', 'rho'), ('const float *', 'yDotZ'), ('const float *', 'alpha')]"
4633,11,update3,runs,"[('float *', 'rho_out'), ('float *', 'H0_out'), ('const float *', 'yDotS'), ('const float *', 'yDotY')]"
4633,12,kernelF,runs,"[('const float *', 'd_xAx'), ('const float *', 'd_bx'), ('const float *', 'd_c'), ('float *', 'd_y')]"
4633,13,kernelGradf,runs,"[('const float *', 'd_x'), ('float *', 'd_grad'), ('float *', 'A'), ('float *', 'b'), ('const size_t', 'len')]"
4633,16,kernelF,runs,"[('const float *', 'd_x'), ('float *', 'd_y')]"
4633,17,kernelGradf,runs,"[('const float *', 'd_x'), ('float *', 'd_grad')]"
4635,89,relu_gpu_forward,runs,"[('float *', 'out'), ('float *', 'in'), ('int64_t', 'N')]"
4635,90,relu_gpu_backward,runs,"[('float *', 'ingrad'), ('float *', 'outgrad'), ('float *', 'indata'), ('int64_t', 'N')]"
4639,21,sync_deconv_groups,runs,[]
4639,37,sync_conv_groups,runs,[]
4642,0,MatrixTranspose,runs,"[('float *', 'a'), ('float *', 'b'), ('int', 'nx'), ('int', 'ny')]"
4642,1,MatrixMul,runs,"[('float *', 'a'), ('float *', 'b'), ('float *', 'c'), ('int', 'm'), ('int', 'n'), ('int', 'k')]"
4642,2,MatAdd,runs,"[('float *', 'A'), ('float *', 'B'), ('float *', 'C'), ('int', 'nx'), ('int', 'ny')]"
4642,3,Mul,runs,"[('float *', 'A'), ('float *', 'B'), ('float *', 'C'), ('int', 'nx'), ('int', 'ny')]"
4642,4,div,runs,"[('float *', 'A'), ('float *', 'B'), ('float *', 'C'), ('int', 'nx'), ('int', 'ny')]"
4642,5,MatSub,runs,"[('float *', 'A'), ('float *', 'B'), ('float *', 'C'), ('int', 'nx'), ('int', 'ny')]"
4642,6,MatrixTranspose,runs,"[('float *', 'a'), ('float *', 'b'), ('int', 'nx'), ('int', 'ny')]"
4642,7,MatrixMul,runs,"[('float *', 'a'), ('float *', 'b'), ('float *', 'c'), ('int', 'm'), ('int', 'n'), ('int', 'k')]"
4642,8,MatAdd,runs,"[('float *', 'A'), ('float *', 'B'), ('float *', 'C'), ('int', 'nx'), ('int', 'ny')]"
4642,9,Mul,runs,"[('float *', 'A'), ('float *', 'B'), ('float *', 'C'), ('int', 'nx'), ('int', 'ny')]"
4642,10,div,runs,"[('float *', 'A'), ('float *', 'B'), ('float *', 'C'), ('int', 'nx'), ('int', 'ny')]"
4642,11,MatSub,runs,"[('float *', 'A'), ('float *', 'B'), ('float *', 'C'), ('int', 'nx'), ('int', 'ny')]"
4661,178,downscale,runs,"[('float *', 'gradInput_data'), ('const float *', 'gradOutput_data'), ('long', 'no_elements'), ('int', 'scale_factor'), ('int', 'd1'), ('int', 'd2'), ('int', 'd3')]"
4661,318,AccuracyDivideKernel,runs,"[('const int', 'N'), ('float *', 'accuracy')]"
4666,176,downscale,runs,"[('float *', 'gradInput_data'), ('const float *', 'gradOutput_data'), ('long', 'no_elements'), ('int', 'scale_factor'), ('int', 'd1'), ('int', 'd2'), ('int', 'd3')]"
4666,317,AccuracyDivideKernel,runs,"[('const int', 'N'), ('float *', 'accuracy')]"
4672,1,naivekernel,runs,"[('float *', 'output'), ('float *', 'frameA'), ('float *', 'frameB'), ('int', 'chans')]"
4672,2,smoothing,runs,"[('float *', 'input'), ('float *', 'output'), ('double', 'alpha'), ('double', 'beta'), ('int', 'length')]"
4672,3,naivekernel,runs,"[('float *', 'output'), ('float *', 'frameA'), ('float *', 'frameB'), ('int', 'chans')]"
4672,4,initialize,runs,"[('float *', 'matrix'), ('float', 'sr'), ('int', 'numFrames'), ('int', 'length')]"
4672,5,blurnaive,runs,"[('float *', 'matrix'), ('float *', 'output'), ('int', 'firstFrame'), ('int', 'numFrames'), ('int', 'frameCount'), ('int', 'max'), ('int', 'length')]"
4672,6,morph,runs,"[('float *', 'output'), ('float *', 'input1'), ('float *', 'input2'), ('float', 'ampCoeff'), ('float', 'freqCoeff'), ('int', 'length')]"
4672,8,winrotate,runs,"[('float *', 'inframe2'), ('float *', 'inframe'), ('float *', 'win'), ('int', 'N'), ('int', 'offset')]"
4672,10,rotatewin,runs,"[('float *', 'aframe2'), ('float *', 'aframe'), ('float *', 'win'), ('int', 'N'), ('int', 'offset')]"
4672,12,fixPVandGain,runs,"[('float *', 'output'), ('float', 'gain'), ('int', 'length')]"
4672,13,takeLog,runs,"[('float *', 'input'), ('float *', 'env'), ('int', 'nhalf')]"
4672,14,lifter,runs,"[('float *', 'cepstrum'), ('int', 'nCoefs'), ('int', 'nhalf')]"
4672,15,expon,runs,"[('float *', 'env'), ('int', 'nhalf')]"
4672,17,update,runs,"[('float *', 'original'), ('float *', 'newTE'), ('float *', 'current'), ('int', 'nhalf')]"
4672,18,test,runs,"[('float *', 'nonSmoothed'), ('float *', 'smoothed'), ('int *', 'mask'), ('int', 'nhalf')]"
4672,21,fixPVandGain,runs,"[('float *', 'output'), ('float', 'gain'), ('int', 'lowestIndx'), ('int', 'length')]"
4672,22,takeLog,runs,"[('float *', 'input'), ('float *', 'env'), ('int', 'nhalf')]"
4672,23,lifter,runs,"[('float *', 'cepstrum'), ('int', 'nCoefs'), ('int', 'nhalf')]"
4672,24,expon,runs,"[('float *', 'env'), ('int', 'nhalf')]"
4672,26,update,runs,"[('float *', 'original'), ('float *', 'newTE'), ('float *', 'current'), ('int', 'nhalf')]"
4672,27,test,runs,"[('float *', 'nonSmoothed'), ('float *', 'smoothed'), ('int *', 'mask'), ('int', 'nhalf')]"
4672,29,fixPVandGain,runs,"[('float *', 'input'), ('float *', 'output'), ('float', 'gain'), ('int', 'length')]"
4672,30,takeLog,runs,"[('float *', 'input'), ('float *', 'env'), ('int', 'nhalf')]"
4672,31,lifter,runs,"[('float *', 'cepstrum'), ('int', 'nCoefs'), ('int', 'nhalf')]"
4672,32,expon,runs,"[('float *', 'env'), ('int', 'nhalf')]"
4672,34,update,runs,"[('float *', 'original'), ('float *', 'newTE'), ('float *', 'current'), ('int', 'nhalf')]"
4672,35,test,runs,"[('float *', 'nonSmoothed'), ('float *', 'smoothed'), ('int *', 'mask'), ('int', 'nhalf')]"
4672,37,fixPVandGain,runs,"[('float *', 'output'), ('float', 'gain'), ('int', 'length')]"
4672,38,takeLog,runs,"[('float *', 'input'), ('float *', 'env'), ('int', 'nhalf')]"
4672,39,lifter,runs,"[('float *', 'cepstrum'), ('int', 'nCoefs'), ('int', 'nhalf')]"
4672,40,expon,runs,"[('float *', 'env'), ('int', 'nhalf')]"
4672,42,update,runs,"[('float *', 'original'), ('float *', 'newTE'), ('float *', 'current'), ('int', 'nhalf')]"
4672,43,test,runs,"[('float *', 'nonSmoothed'), ('float *', 'smoothed'), ('int *', 'mask'), ('int', 'nhalf')]"
4672,45,fixPVandGain,runs,"[('float *', 'output'), ('float', 'gain'), ('int', 'lowestIndx'), ('int', 'length')]"
4672,46,takeLog,runs,"[('float *', 'input'), ('float *', 'env'), ('int', 'nhalf')]"
4672,47,lifter,runs,"[('float *', 'cepstrum'), ('int', 'nCoefs'), ('int', 'nhalf')]"
4672,48,expon,runs,"[('float *', 'env'), ('int', 'nhalf')]"
4672,50,update,runs,"[('float *', 'original'), ('float *', 'newTE'), ('float *', 'current'), ('int', 'nhalf')]"
4672,51,test,runs,"[('float *', 'nonSmoothed'), ('float *', 'smoothed'), ('int *', 'mask'), ('int', 'nhalf')]"
4672,54,fixPVandGain,runs,"[('float *', 'input'), ('float *', 'output'), ('float', 'gain'), ('int', 'lowestIndx'), ('int', 'length')]"
4672,55,takeLog,runs,"[('float *', 'input'), ('float *', 'env'), ('int', 'nhalf')]"
4672,56,lifter,runs,"[('float *', 'cepstrum'), ('int', 'nCoefs'), ('int', 'nhalf')]"
4672,57,expon,runs,"[('float *', 'env'), ('int', 'nhalf')]"
4672,59,update,runs,"[('float *', 'original'), ('float *', 'newTE'), ('float *', 'current'), ('int', 'nhalf')]"
4672,60,test,runs,"[('float *', 'nonSmoothed'), ('float *', 'smoothed'), ('int *', 'mask'), ('int', 'nhalf')]"
4672,61,morph,runs,"[('float *', 'output'), ('float *', 'input1'), ('float *', 'input2'), ('float', 'ampCoeff'), ('float', 'freqCoeff'), ('int', 'length')]"
4672,63,fixPVandGain,runs,"[('float *', 'input'), ('float *', 'output'), ('float', 'gain'), ('int', 'length')]"
4672,64,takeLog,runs,"[('float *', 'input'), ('float *', 'env'), ('int', 'nhalf')]"
4672,65,lifter,runs,"[('float *', 'cepstrum'), ('int', 'nCoefs'), ('int', 'nhalf')]"
4672,66,expon,runs,"[('float *', 'env'), ('int', 'nhalf')]"
4672,68,update,runs,"[('float *', 'original'), ('float *', 'newTE'), ('float *', 'current'), ('int', 'nhalf')]"
4672,69,test,runs,"[('float *', 'nonSmoothed'), ('float *', 'smoothed'), ('int *', 'mask'), ('int', 'nhalf')]"
4672,71,initialize,runs,"[('float *', 'matrix'), ('float', 'sr'), ('int', 'numFrames'), ('int', 'length')]"
4672,72,blurnaive,runs,"[('float *', 'matrix'), ('float *', 'output'), ('int', 'firstFrame'), ('int', 'numFrames'), ('int', 'frameCount'), ('int', 'max'), ('int', 'length')]"
4672,74,smoothing,runs,"[('float *', 'input'), ('float *', 'output'), ('double', 'alpha'), ('double', 'beta'), ('int', 'length')]"
4672,76,fixPVandGain,runs,"[('float *', 'output'), ('float', 'gain'), ('int', 'length')]"
4672,77,takeLog,runs,"[('float *', 'input'), ('float *', 'env'), ('int', 'nhalf')]"
4672,78,lifter,runs,"[('float *', 'cepstrum'), ('int', 'nCoefs'), ('int', 'nhalf')]"
4672,79,expon,runs,"[('float *', 'env'), ('int', 'nhalf')]"
4672,81,update,runs,"[('float *', 'original'), ('float *', 'newTE'), ('float *', 'current'), ('int', 'nhalf')]"
4672,82,test,runs,"[('float *', 'nonSmoothed'), ('float *', 'smoothed'), ('int *', 'mask'), ('int', 'nhalf')]"
4674,0,add,runs,"[('int *', 'a'), ('int *', 'b'), ('int *', 'c')]"
468,0,blending_pairs,runs,"[('float *', 'a'), ('float *', 'b'), ('float *', 'c'), ('float *', 'd'), ('float *', 'wei'), ('int', 'width'), ('int', 'height'), ('int', 'w'), ('float', 'A'), ('float', 'error_lm'), ('float', 'error_mm'), ('int', 'class_num')]"
468,1,blending,runs,"[('float *', 'a'), ('float *', 'b'), ('float *', 'c'), ('float *', 'd'), ('int', 'width'), ('int', 'height'), ('int', 'w'), ('float', 'A'), ('float', 'error_lm'), ('float', 'error_mm'), ('int', 'class_num')]"
4681,3,floatToDouble,runs,"[('float *', 'input'), ('double *', 'output'), ('int', 'numElements')]"
4681,4,doubleToFloat,runs,"[('double *', 'input'), ('float *', 'output'), ('int', 'numElements')]"
469,2,yuan,runs,"[('const char *', 'text'), ('int *', 'pos'), ('int', 'text_size')]"
